year,age,agesq,nbh,cbd,intst,lintst,price,rooms,area,land,baths,dist,ldist,wind,lprice,y81,larea,lland,y81ldist,lintstsq,nearinc,y81nrinc,rprice,lrprice
1978,3,9,4,6000,5000,8.51720047,70400,5,1342,8500,2,13500,9.510444641,5,11.1619482,0,7.201916218,9.047821045,0,72.54270172,1,0,70400,11.1619482
1978,48,2304,4,6000,7000,8.853699684,48000,6,1500,5153,2,11800,9.375855446,5,10.77895641,0,7.313220501,8.547334671,0,78.38800049,1,0,48000,10.77895641
1978,25,625,0,10000,10000,9.210300446,53500,7,1333,11883,1,16800,9.729133606,5,10.88743687,0,7.195187092,9.382863998,0,84.82963562,0,0,53500,10.88743687
1978,8,64,6,24000,26000,10.16600037,66000,6,1844,92783,2,26200,10.1735096,11,11.0974102,0,7.519692421,11.4380188,0,103.3475647,0,0,66000,11.0974102
1978,8,64,6,24000,26000,10.16600037,64000,6,1764,86249,2,26000,10.16584969,11,11.06663799,0,7.475339413,11.36499405,0,103.3475647,0,0,64000,11.06663799
1978,11,121,0,15000,15000,9.615799904,65000,7,2727,44867,3,21300,9.966462135,7,11.08214283,0,7.910957336,10.71145821,0,92.46360779,0,0,65000,11.08214283
1978,10,100,0,14000,13000,9.472700119,72900,7,2080,25000,2,19700,9.888374329,7,11.1968441,0,7.640123367,10.12663078,0,89.73204803,0,0,72900,11.1968441
1978,2,4,0,13000,13000,9.472700119,26000,7,2030,25120,3,19400,9.873027802,7,10.16585159,0,7.615790844,10.13141918,0,89.73204803,0,0,26000,10.16585159
1978,0,0,0,14000,14000,9.54679966,117000,7,3030,32255,3,21000,9.952278137,5,11.6699295,0,8.016318321,10.38142872,0,91.14138031,0,0,117000,11.6699295
1978,0,0,0,14000,13000,9.472700119,97000,7,2252,30894,3,20200,9.913437843,5,11.4824667,0,7.719573975,10.33831692,0,89.73204803,0,0,97000,11.4824667
1978,2,4,0,13000,13000,9.472700119,95000,7,2238,25690,3,19800,9.893437386,5,11.46163177,0,7.713337898,10.15385723,0,89.73204803,0,0,95000,11.46163177
1978,0,0,0,14000,13000,9.472700119,107900,7,2464,30945,3,20500,9.928179741,5,11.58895969,0,7.809541225,10.33996677,0,89.73204803,0,0,107900,11.58895969
1978,0,0,0,14000,14000,9.54679966,120000,7,2464,31059,3,20900,9.947504044,5,11.6952467,0,7.809541225,10.34364414,0,91.14138031,0,0,120000,11.6952467
1978,1,1,0,14000,14000,9.54679966,120000,7,2502,34666,3,21100,9.957028389,5,11.6952467,0,7.824845791,10.45351505,0,91.14138031,0,0,120000,11.6952467
1978,0,0,0,14000,14000,9.54679966,121000,7,2510,31915,3,20900,9.947504044,5,11.70354557,0,7.828038216,10.37083149,0,91.14138031,0,0,121000,11.70354557
1978,0,0,0,14000,13000,9.472700119,107000,7,2012,30800,3,20800,9.942708015,5,11.58058453,0,7.60688448,10.33526993,0,89.73204803,0,0,107000,11.58058453
1978,0,0,0,14000,13000,9.472700119,119900,7,2352,31331,3,20500,9.928179741,5,11.69441319,0,7.763021469,10.35236359,0,89.73204803,0,0,119900,11.69441319
1978,0,0,0,14000,13000,9.472700119,142500,7,2492,27248,3,20300,9.918375969,5,11.8670969,0,7.820840836,10.21273518,0,89.73204803,0,0,142500,11.8670969
1978,0,0,0,14000,13000,9.472700119,84211,7,2756,27205,3,20200,9.913437843,5,11.34108067,0,7.921535492,10.21115589,0,89.73204803,0,0,84211,11.34108067
1981,81,6561,4,4000,1000,6.907800198,49000,6,1554,6790,1,11800,9.375855446,4,10.79957581,1,7.348587513,8.823205948,9.375855446,47.71770477,1,1,37634.41016,10.5356741
1981,71,5041,4,3000,2000,7.600900173,52000,5,1575,3485,1,10100,9.220291138,3,10.85899925,1,7.362010479,8.156223297,9.220291138,57.77368164,1,1,39938.55469,10.59509754
1981,31,961,4,3000,2000,7.600900173,68000,6,3304,18731,2,10200,9.230142593,3,11.12726307,1,8.102889061,9.837935448,9.230142593,57.77368164,1,1,52227.34375,10.86336136
1981,41,1681,4,3000,2000,7.600900173,54000,6,1700,7500,1,11200,9.323669434,3,10.89673901,1,7.438383579,8.922657967,9.323669434,57.77368164,1,1,41474.65625,10.63283825
1981,31,961,4,4000,2000,7.600900173,70000,6,1454,5500,2,11800,9.375855446,3,11.15625095,1,7.282073498,8.612503052,9.375855446,57.77368164,1,1,53763.44141,10.89234924
1981,81,6561,4,3000,2000,7.600900173,47000,6,1410,4500,1,10200,9.230142593,3,10.7579031,1,7.251345158,8.411832809,9.230142593,57.77368164,1,1,36098.30859,10.49400139
1981,19,361,0,5000,4000,8.293999672,73900,6,1592,13068,1,13200,9.48797226,3,11.21046829,1,7.372746468,9.477921486,9.48797226,68.79042816,1,1,56758.83203,10.94656658
1981,1,1,0,9000,9000,9.104999542,117500,9,1910,15246,3,18200,9.809177399,5,11.67419338,1,7.554858685,9.632072449,9.809177399,82.90101624,0,0,90245.77344,11.41029167
1981,41,1681,0,10000,10000,9.210300446,60000,5,735,10454,1,19000,9.852193832,5,11.00209999,1,6.599870682,9.254739761,9.852193832,84.82963562,0,0,46082.94922,10.73819828
1981,1,1,0,16000,15000,9.615799904,85000,6,1154,43560,2,23000,10.04325008,5,11.35040665,1,7.050989628,10.6818943,10.04325008,92.46360779,0,0,65284.17969,11.08650494
1981,26,676,0,9000,7000,8.853699684,66479,5,1104,15512,1,17000,9.740968704,3,11.10464096,1,7.006695271,9.64936924,9.740968704,78.38800049,0,0,51059.14063,10.8407402
1981,81,6561,4,1000,3000,8.006400108,70000,6,1830,13939,1,9000,9.104980469,3,11.15625095,1,7.512071133,9.542446136,9.104980469,64.10243988,1,1,53763.44141,10.89234924
1981,41,1681,4,3000,4000,8.293999672,66500,5,1166,9770,1,10500,9.259131432,3,11.10495758,1,7.061334133,9.1870718,9.259131432,68.79042816,1,1,51075.26953,10.84105587
1981,31,961,4,4000,4000,8.293999672,91000,7,2263,10019,2,11500,9.350102425,5,11.41861439,1,7.724446774,9.212238312,9.350102425,68.79042816,1,1,69892.47656,11.15471363
1981,31,961,4,4000,4000,8.293999672,72500,6,1482,12632,1,11900,9.384293556,5,11.1913414,1,7.301147938,9.4439888,9.384293556,68.79042816,1,1,55683.5625,10.92744064
1981,36,1296,4,4000,4000,8.293999672,67000,4,970,11104,1,11900,9.384293556,5,11.11244774,1,6.877295971,9.315060616,9.384293556,68.79042816,1,1,51459.29297,10.84854603
1981,21,441,1,8000,12000,9.392700195,68000,6,1684,81273,2,5800,8.665613174,11,11.12726307,1,7.428927422,11.3055687,8.665613174,88.22281647,1,1,52227.34375,10.86336136
1981,18,324,2,18000,18000,9.798100471,85000,6,1080,52272,2,24100,10.08996964,7,11.35040665,1,6.984716415,10.86421585,10.08996964,96.00276947,0,0,65284.17969,11.08650494
1981,13,169,4,3000,5000,8.51720047,106000,6,1633,17728,2,10500,9.259131432,5,11.57119465,1,7.398174286,9.78290081,9.259131432,72.54270172,1,1,81413.21094,11.30729294
1981,24,576,4,4000,5000,8.51720047,130000,7,3208,17424,3,11500,9.350102425,5,11.77528954,1,8.073403358,9.765604019,9.350102425,72.54270172,1,1,99846.39063,11.51138783
1981,0,0,0,11000,10000,9.210300446,119900,7,2258,12500,3,18800,9.841611862,5,11.69441319,1,7.722234726,9.433484077,9.841611862,84.82963562,0,0,92089.09375,11.43051147
1981,1,1,0,12000,10000,9.210300446,125000,7,2016,12632,3,18900,9.846917152,5,11.73606873,1,7.608870506,9.4439888,9.846917152,84.82963562,0,0,96006.14063,11.47216702
1981,0,0,0,12000,10000,9.210300446,118000,7,1991,12632,3,18900,9.846917152,5,11.67844009,1,7.596392155,9.4439888,9.846917152,84.82963562,0,0,90629.79688,11.41453838
1981,0,0,0,12000,10000,9.210300446,100000,7,1746,13504,3,19000,9.852193832,5,11.51292515,1,7.465082645,9.510741234,9.852193832,84.82963562,0,0,76804.91406,11.24902344
1981,1,1,0,12000,10000,9.210300446,128000,7,2700,13504,3,19000,9.852193832,5,11.75978565,1,7.901007175,9.510741234,9.852193832,84.82963562,0,0,98310.28906,11.49588394
1981,0,0,0,11000,10000,9.210300446,140000,7,2302,13504,3,18800,9.841611862,5,11.84939766,1,7.741533756,9.510741234,9.841611862,84.82963562,0,0,107526.8828,11.58549595
1981,0,0,0,11000,10000,9.210300446,143500,6,2144,12806,3,18400,9.820105553,5,11.87409019,1,7.670428753,9.457669258,9.820105553,84.82963562,0,0,110215.0547,11.61018848
1981,59,3481,4,2000,6000,8.699500084,66500,5,1867,5000,1,6800,8.824678421,3,11.10495758,1,7.53208828,8.517192841,8.824678421,75.68130493,1,1,51075.26953,10.84105587
1981,51,2601,0,2000,5000,8.51720047,50000,5,1140,13945,1,7100,8.867850304,3,10.81977844,1,7.03878355,9.542876244,8.867850304,72.54270172,1,1,38402.45703,10.55587673
1981,25,625,0,4000,5000,8.51720047,65000,5,912,12005,1,11100,9.314700127,5,11.08214283,1,6.815639973,9.393078804,9.314700127,72.54270172,1,1,49923.19531,10.81824112
1981,20,400,0,7000,7000,8.853699684,86000,6,1425,19550,1,14000,9.546813011,5,11.36210251,1,7.261927128,9.880730629,9.546813011,78.38800049,1,1,66052.22656,11.0982008
1981,131,17161,0,12000,12000,9.392700195,120000,9,3798,50045,2,19000,9.852193832,5,11.6952467,1,8.242229462,10.82067776,9.852193832,88.22281647,0,0,92165.89844,11.43134594
1981,0,0,0,11000,11000,9.305700302,135000,7,2252,34879,3,18300,9.814656258,5,11.81303024,1,7.719573975,10.4596405,9.814656258,86.59606171,0,0,103686.6328,11.54912853
1981,0,0,0,11000,11000,9.305700302,135000,7,2252,34879,3,18300,9.814656258,5,11.81303024,1,7.719573975,10.4596405,9.814656258,86.59606171,0,0,103686.6328,11.54912853
1981,0,0,0,12000,11000,9.305700302,160000,7,2836,37046,3,18500,9.825526237,5,11.98292923,1,7.950150013,10.51991558,9.825526237,86.59606171,0,0,122887.8672,11.71902752
1981,0,0,0,12000,11000,9.305700302,168000,7,2486,30808,3,18600,9.830917358,5,12.03171921,1,7.818430424,10.33552933,9.830917358,86.59606171,0,0,129032.2578,11.7678175
1981,0,0,0,12000,11000,9.305700302,182095,7,3074,25159,3,18500,9.825526237,5,12.11228371,1,8.030735016,10.13297081,9.825526237,86.59606171,0,0,139857.9063,11.848382
1981,0,0,0,12000,11000,9.305700302,175000,7,3074,25265,3,18500,9.825526237,5,12.07254124,1,8.030735016,10.13717556,9.825526237,86.59606171,0,0,134408.6094,11.80863953
1981,0,0,0,11000,11000,9.305700302,162000,7,3232,25380,3,18400,9.820105553,5,11.99535179,1,8.080856323,10.14171696,9.820105553,86.59606171,0,0,124423.9609,11.73145008
1981,0,0,0,12000,12000,9.392700195,189857,7,3396,31412,4,18700,9.836278915,5,12.15402603,1,8.130353928,10.35494518,9.836278915,88.22281647,0,0,145819.5156,11.89012527
1981,0,0,0,12000,12000,9.392700195,190508,7,2464,37026,3,18900,9.846917152,5,12.15744972,1,7.809541225,10.5193758,9.846917152,88.22281647,0,0,146319.5156,11.89354801
1981,0,0,0,12000,12000,9.392700195,234552,7,3252,29671,3,19000,9.852193832,5,12.36543274,1,8.087025642,10.297925,9.852193832,88.22281647,0,0,180147.4688,12.10153103
1981,0,0,0,12000,11000,9.305700302,220000,7,3040,29621,3,19000,9.852193832,5,12.30138302,1,8.019613266,10.2962389,9.852193832,86.59606171,0,0,168970.8125,12.03748131
1981,0,0,0,12000,11000,9.305700302,175000,7,3055,25265,3,18900,9.846917152,5,12.07254124,1,8.024535179,10.13717556,9.846917152,86.59606171,0,0,134408.6094,11.80863953
1981,11,121,0,13000,16000,9.680299759,118000,7,1731,14810,2,5000,8.517192841,7,11.67844009,1,7.456454754,9.603057861,8.517192841,93.70820618,1,1,90629.79688,11.41453838
1981,1,1,1,11000,14000,9.54679966,155000,9,2996,45738,3,8700,9.0710783,11,11.95118046,1,8.005033493,10.73068428,9.0710783,91.14138031,1,1,119047.6172,11.68727875
1981,0,0,1,11000,14000,9.54679966,144000,7,2464,46174,3,8600,9.059516907,11,11.87756824,1,7.809541225,10.74017239,9.059516907,91.14138031,1,1,110599.0781,11.61366749
1981,0,0,1,10000,13000,9.472700119,216000,7,2548,46174,3,8800,9.082507133,11,12.28303337,1,7.843063831,10.74017239,9.082507133,89.73204803,1,1,165898.625,12.01913261
1981,0,0,1,10000,13000,9.472700119,124500,6,3398,63260,4,9900,9.200289726,11,11.73206139,1,8.130942345,11.05500889,9.200289726,89.73204803,1,1,95622.11719,11.46815968
1981,0,0,1,10000,13000,9.472700119,80000,6,1988,65212,3,8100,8.99961853,11,11.28978157,1,7.594884396,11.08539867,8.99961853,89.73204803,1,1,61443.93359,11.02588081
1981,0,0,1,10000,14000,9.54679966,100000,7,5136,47916,3,8200,9.011889458,11,11.51292515,1,8.54403019,10.77720451,9.011889458,91.14138031,1,1,76804.91406,11.24902344
1981,81,6561,4,3000,6000,8.699500084,88000,6,2327,35538,1,7800,8.961878777,5,11.38509178,1,7.752335072,10.47835827,8.961878777,75.68130493,1,1,67588.32813,11.12119102
1981,41,1681,4,3000,7000,8.853699684,41000,6,936,8276,1,6300,8.748305321,5,10.6213274,1,6.841615677,9.021115303,8.748305321,78.38800049,1,1,31490.01563,10.35742569
1981,121,14641,4,7000,3000,8.006400108,66000,7,1674,54886,1,7600,8.935903549,5,11.0974102,1,7.422971249,10.91301346,8.935903549,64.10243988,1,1,50691.24609,10.83350849
1981,7,49,4,4000,7000,8.853699684,74000,5,1587,5957,2,9600,9.169518471,5,11.2118206,1,7.369600773,8.692322731,9.169518471,78.38800049,1,1,56835.63672,10.94791889
1981,1,1,0,4000,7000,8.853699684,76900,5,1531,3049,2,7200,8.881835938,5,11.25026131,1,7.333676338,8.022568703,8.881835938,78.38800049,1,1,59062.98047,10.9863596
1981,0,0,0,7000,9000,9.104999542,132000,7,2574,43757,3,12300,9.417354584,7,11.79055691,1,7.853216171,10.68640709,9.417354584,82.90101624,1,1,101382.4922,11.52665615
1981,0,0,0,6000,8000,8.987199783,130000,7,2644,35284,2,11900,9.384293556,5,11.77528954,1,7.880048275,10.47118473,9.384293556,80.76976013,1,1,99846.39063,11.51138783
1981,39,1521,0,10000,10000,9.210300446,75000,6,1456,18215,1,16100,9.686574936,5,11.22524357,1,7.283448219,9.81000042,9.686574936,84.82963562,0,0,57603.6875,10.96134186
1981,2,4,0,10000,11000,9.305700302,156500,7,2464,31215,3,16000,9.680343628,7,11.96081161,1,7.809541225,10.34865379,9.680343628,86.59606171,0,0,120199.6953,11.6969099
1981,8,64,0,10000,10000,9.210300446,140000,8,2400,29226,3,16000,9.680343628,5,11.84939766,1,7.783224106,10.28281403,9.680343628,84.82963562,0,0,107526.8828,11.58549595
1981,81,6561,0,11000,11000,9.305700302,65000,6,1760,32670,2,17300,9.758461952,5,11.08214283,1,7.473069191,10.39421272,9.758461952,86.59606171,0,0,49923.19531,10.81824112
1981,6,36,0,12000,12000,9.392700195,150000,6,3132,26136,3,17800,9.786953926,7,11.91839027,1,8.049427032,10.17106915,9.786953926,88.22281647,0,0,115207.375,11.65448952
1981,2,4,0,13000,13000,9.472700119,155000,7,2688,28688,2,19000,9.852193832,5,11.95118046,1,7.896552563,10.26423454,9.852193832,89.73204803,0,0,119047.6172,11.68727875
1981,0,0,6,23000,25000,10.12699986,153000,7,2656,43996,3,24500,10.10643005,11,11.93819332,1,7.884576321,10.69185352,10.10643005,102.5561295,0,0,117511.5234,11.67429161
1981,0,0,6,23000,25000,10.12699986,160000,7,2738,43560,3,24600,10.11050034,11,11.98292923,1,7.914982796,10.6818943,10.11050034,102.5561295,0,0,122887.8672,11.71902752
1981,0,0,6,23000,25000,10.12699986,148000,7,2736,43560,3,24600,10.11050034,11,11.90496731,1,7.914252281,10.6818943,10.11050034,102.5561295,0,0,113671.2734,11.6410656
1981,0,0,6,23000,25000,10.12699986,142000,8,3726,43935,3,24500,10.10643005,11,11.86358261,1,8.223090172,10.69046688,10.10643005,102.5561295,0,0,109062.9766,11.5996809
1981,1,1,6,22000,24000,10.08600044,162000,7,2656,45302,3,24100,10.08996964,11,11.99535179,1,7.884576321,10.72110653,10.08996964,101.7274017,0,0,124423.9609,11.73145008
1981,0,0,6,22000,24000,10.08600044,175500,8,3284,43996,3,24000,10.08580971,11,12.07539463,1,8.096817017,10.69185352,10.08580971,101.7274017,0,0,134792.625,11.81149292
1981,1,1,6,22000,24000,10.08600044,194000,9,3170,45302,3,23900,10.08162975,11,12.1756134,1,8.061487198,10.72110653,10.08162975,101.7274017,0,0,149001.5313,11.91171169
1981,0,0,6,24000,25000,10.12699986,130500,6,2330,43995,2,26800,10.19616032,11,11.77912807,1,7.753623486,10.69183159,10.19616032,102.5561295,0,0,100230.4141,11.51522732
1981,29,841,1,16000,19000,9.852199554,73000,6,1564,48787,1,17200,9.752664566,11,11.19821453,1,7.355001926,10.79521942,9.752664566,97.06583405,0,0,56067.58984,10.93431282
1981,0,0,1,16000,18000,9.798100471,140000,6,2248,49829,3,17100,9.746833801,11,11.84939766,1,7.717796326,10.81635284,9.746833801,96.00276947,0,0,107526.8828,11.58549595
1981,29,841,1,17000,19000,9.852199554,82000,6,1566,43996,1,18300,9.814656258,11,11.31447411,1,7.35627985,10.69185352,9.814656258,97.06583405,0,0,62980.03125,11.05057335
1981,2,4,1,15000,17000,9.741000175,180000,7,2744,77101,3,16500,9.711115837,11,12.10071182,1,7.917171955,11.25287151,9.711115837,94.88708496,0,0,138248.8438,11.83681011
1981,0,0,1,16000,18000,9.798100471,200000,7,2470,64745,3,16600,9.717158318,11,12.20607281,1,7.811973572,11.07821178,9.717158318,96.00276947,0,0,153609.8281,11.9421711
1981,51,2601,6,22000,23000,10.04300022,52900,6,1199,54450,1,25500,10.14643002,7,10.87615871,1,7.089242935,10.90503788,10.14643002,100.8618546,0,0,40629.80078,10.612257
1981,17,289,6,21000,23000,10.04300022,110000,6,2204,45302,2,25200,10.13459969,11,11.60823536,1,7.698029041,10.72110653,10.13459969,100.8618546,0,0,84485.40625,11.34433365
1981,0,0,6,22000,24000,10.08600044,68000,7,2400,45738,3,25200,10.13459969,11,11.12726307,1,7.783224106,10.73068428,10.13459969,101.7274017,0,0,52227.34375,10.86336136
1981,2,4,6,22000,23000,10.04300022,90000,7,3152,51835,2,25000,10.12662983,11,11.40756512,1,8.055792809,10.85582066,10.12662983,100.8618546,0,0,69124.42188,11.14366341
1981,2,4,6,22000,23000,10.04300022,102000,7,3152,51835,2,25000,10.12662983,11,11.5327282,1,8.055792809,10.85582066,10.12662983,100.8618546,0,0,78341.01563,11.26882648
1981,0,0,6,22000,24000,10.08600044,119600,7,2701,48787,3,25300,10.1385603,11,11.69190788,1,7.901377201,10.79521942,10.1385603,101.7274017,0,0,91858.67969,11.42800617
1981,2,4,0,25000,26000,10.16600037,113500,7,2000,43569,3,28000,10.23995972,11,11.63955784,1,7.600902557,10.68210125,10.23995972,103.3475647,0,0,87173.57813,11.37565613
1981,11,121,2,27000,28000,10.23999977,80500,7,1286,44200,2,30900,10.33850956,11,11.29601288,1,7.159291744,10.6964798,10.33850956,104.8575974,0,0,61827.95703,11.03211117
1981,19,361,2,25000,26000,10.16600037,75900,6,1344,78408,2,29800,10.3022604,7,11.23717213,1,7.20340538,11.26968098,10.3022604,103.3475647,0,0,58294.92969,10.97327042
1981,2,4,2,23000,24000,10.08600044,109000,6,1232,49384,2,27000,10.20359039,11,11.59910297,1,7.116394043,10.80738163,10.20359039,101.7274017,0,0,83717.35938,11.33520126
1981,6,36,2,24000,24000,10.08600044,160000,7,4056,69465,3,27900,10.23637962,7,11.98292923,1,8.307952881,11.14857864,10.23637962,101.7274017,0,0,122887.8672,11.71902752
1981,8,64,2,25000,25000,10.12699986,120000,7,2364,43996,3,29300,10.28534031,7,11.6952467,1,7.768110275,10.69185352,10.28534031,102.5561295,0,0,92165.89844,11.43134594
1981,0,0,2,25000,26000,10.16600037,135900,7,2377,43560,3,29600,10.29553032,7,11.81967449,1,7.773594379,10.6818943,10.29553032,103.3475647,0,0,104377.8828,11.55577278
1981,6,36,5,27000,28000,10.23999977,121000,7,2706,43996,3,31800,10.36721992,7,11.70354557,1,7.903226852,10.69185352,10.36721992,104.8575974,0,0,92933.94531,11.43964386
1981,15,225,5,31000,32000,10.37300014,85000,6,1978,44867,2,35700,10.48291016,7,11.35040665,1,7.589841366,10.71145821,10.48291016,107.5991287,0,0,65284.17969,11.08650494
1981,3,9,5,28000,28000,10.23999977,133000,7,2756,43573,3,32100,10.3766098,7,11.79810429,1,7.921535492,10.6821928,10.3766098,104.8575974,0,0,102150.5391,11.53420258
1981,0,0,5,31000,31000,10.34200001,143000,7,2576,49223,3,35400,10.47447014,7,11.87059975,1,7.853992939,10.80411625,10.47447014,106.9569626,0,0,109831.0313,11.60669804
1981,2,4,5,32000,33000,10.40400028,130000,7,2528,45738,3,36800,10.51325035,7,11.77528954,1,7.83518362,10.73068428,10.51325035,108.2432251,0,0,99846.39063,11.51138783
1981,0,0,5,32000,32000,10.37300014,135000,7,2464,46609,3,36700,10.51053047,7,11.81303024,1,7.809541225,10.74954891,10.51053047,107.5991287,0,0,103686.6328,11.54912853
1981,2,4,5,31000,31000,10.34200001,141000,7,2920,43560,3,35000,10.46310043,7,11.85651493,1,7.979339123,10.6818943,10.46310043,106.9569626,0,0,108294.9297,11.59261322
1981,0,0,5,31000,31000,10.34200001,125000,7,2548,43560,3,35000,10.46310043,7,11.73606873,1,7.843063831,10.6818943,10.46310043,106.9569626,0,0,96006.14063,11.47216702
1981,0,0,0,24000,24000,10.08600044,172900,7,2580,53579,3,29100,10.27849007,7,12.06046867,1,7.855544567,10.8889122,10.27849007,101.7274017,0,0,132795.7031,11.79656696
1981,0,0,0,24000,24000,10.08600044,177755,7,2738,45973,3,28600,10.2611599,7,12.08816147,1,7.914982796,10.73580933,10.2611599,101.7274017,0,0,136524.5781,11.82425976
1981,0,0,0,25000,25000,10.12699986,125000,7,2208,45738,3,29500,10.29214954,7,11.73606873,1,7.699842453,10.73068428,10.29214954,102.5561295,0,0,96006.14063,11.47216702
1981,0,0,0,23000,23000,10.04300022,173500,7,2900,43560,3,28200,10.24707985,7,12.06393242,1,7.972465992,10.6818943,10.24707985,100.8618546,0,0,133256.5313,11.80003166
1981,0,0,0,23000,23000,10.04300022,169000,7,3292,43560,3,28100,10.24351978,7,12.03765392,1,8.099250793,10.6818943,10.24351978,100.8618546,0,0,129800.3047,11.77375221
1981,0,0,0,24000,24000,10.08600044,167950,6,2472,52708,3,28800,10.2681303,7,12.03142166,1,7.812782764,10.87252235,10.2681303,101.7274017,0,0,128993.8594,11.76751995
1981,0,0,0,23000,24000,10.08600044,145000,7,2569,43560,3,28600,10.2611599,7,11.88448906,1,7.851272106,10.6818943,10.2611599,101.7274017,0,0,111367.125,11.62058735
1981,0,0,0,23000,23000,10.04300022,159900,7,2464,47480,3,28400,10.2541399,7,11.98230362,1,7.809541225,10.76806355,10.2541399,100.8618546,0,0,122811.0625,11.71840191
1981,0,0,0,23000,23000,10.04300022,172267,7,2826,46598,3,28300,10.25061989,7,12.05680084,1,7.946617603,10.74931335,10.25061989,100.8618546,0,0,132309.5313,11.79289913
1981,0,0,0,23000,23000,10.04300022,156900,7,2464,43908,3,28300,10.25061989,7,11.96336365,1,7.809541225,10.68985176,10.25061989,100.8618546,0,0,120506.9141,11.69946194
1981,0,0,0,23000,23000,10.04300022,169900,7,2832,43560,3,28100,10.24351978,7,12.04296494,1,7.948738575,10.6818943,10.24351978,100.8618546,0,0,130491.5547,11.77906418
1981,7,49,2,23000,23000,10.04300022,129900,7,2056,65340,3,28300,10.25061989,7,11.77451992,1,7.628517628,11.08735943,10.25061989,100.8618546,0,0,99769.58594,11.51061821
1981,26,676,2,21000,21000,9.952300072,109900,7,2632,64904,2,27000,10.20359039,7,11.60732651,1,7.875499249,11.08066463,10.20359039,99.04827881,0,0,84408.60156,11.3434248
1981,13,169,2,18000,19000,9.852199554,120000,6,2528,44431,3,24500,10.10643005,7,11.6952467,1,7.83518362,10.70169258,10.10643005,97.06583405,0,0,92165.89844,11.43134594
1981,7,49,2,22000,22000,9.998800278,140000,6,1800,44867,3,28100,10.24351978,7,11.84939766,1,7.495542049,10.71145821,10.24351978,99.97600555,0,0,107526.8828,11.58549595
1981,7,49,2,23000,23000,10.04300022,83000,6,1182,44247,1,28900,10.27159977,7,11.32659626,1,7.074963093,10.69754314,10.27159977,100.8618546,0,0,63748.07813,11.06269455
1981,0,0,2,21000,21000,9.952300072,175000,7,2738,59790,3,26600,10.18867016,7,12.07254124,1,7.914982796,10.99859333,10.18867016,99.04827881,0,0,134408.6094,11.80863953
1981,7,49,2,20000,20000,9.903499603,117500,8,2016,44900,3,25800,10.15812969,7,11.67419338,1,7.608870506,10.71219349,10.15812969,98.07930756,0,0,90245.77344,11.41029167
1981,0,0,2,20000,20000,9.903499603,155500,7,2610,44431,3,25800,10.15812969,7,11.95440102,1,7.867105484,10.70169258,10.15812969,98.07930756,0,0,119431.6406,11.69049931
1981,2,4,2,20000,20000,9.903499603,158000,7,2627,43560,3,25600,10.15034962,7,11.97035027,1,7.873597622,10.6818943,10.15034962,98.07930756,0,0,121351.7656,11.70644855
1981,7,49,0,20000,19000,9.852199554,115000,6,1848,46300,2,26500,10.18490028,5,11.65268707,1,7.521859169,10.74289703,10.18490028,97.06583405,0,0,88325.65625,11.38878632
1981,6,36,3,27000,26000,10.16600037,133500,7,2648,46609,3,33000,10.40425968,7,11.80185699,1,7.881559849,10.74954891,10.40425968,103.3475647,0,0,102534.5625,11.53795528
1981,4,16,3,26000,26000,10.16600037,128000,7,2464,43560,3,32700,10.39513016,7,11.75978565,1,7.809541225,10.6818943,10.39513016,103.3475647,0,0,98310.28906,11.49588394
1981,5,25,3,30000,29000,10.27499962,105000,7,1998,67954,3,36400,10.50232029,7,11.56171608,1,7.599902153,11.12658596,10.50232029,105.5756149,0,0,80645.16406,11.29781437
1981,16,256,0,33000,33000,10.40400028,90000,6,1549,44431,1,38900,10.56875038,7,11.40756512,1,7.345365047,10.70169258,10.56875038,108.2432251,0,0,69124.42188,11.14366341
1981,12,144,0,11000,13000,9.472700119,270000,7,3334,43560,3,15000,9.615804672,7,12.50617695,1,8.111927986,10.6818943,9.615804672,89.73204803,1,1,207373.2656,12.24227524
1981,26,676,0,13000,14000,9.54679966,70000,6,1526,28314,1,17600,9.775653839,7,11.15625095,1,7.330405235,10.25111198,9.775653839,91.14138031,0,0,53763.44141,10.89234924
1981,3,9,0,14000,15000,9.615799904,98000,6,1197,50965,2,18700,9.836278915,7,11.49272251,1,7.087573528,10.83889484,9.836278915,92.46360779,0,0,75268.82031,11.2288208
1981,1,1,0,12000,13000,9.472700119,103900,7,1836,35284,3,17400,9.764225006,7,11.5511837,1,7.51534462,10.47118473,9.764225006,89.73204803,0,0,79800.30469,11.28728294
1981,6,36,0,12000,12000,9.392700195,101100,7,2856,29955,2,17700,9.781319618,7,11.5238657,1,7.957177162,10.30745125,9.781319618,88.22281647,0,0,77649.77344,11.25996399
1981,1,1,0,12000,13000,9.472700119,107900,7,1836,35121,2,17600,9.775653839,7,11.58895969,1,7.51534462,10.46655464,9.775653839,89.73204803,0,0,82872.5,11.32505894
1981,15,225,4,6000,6000,8.699500084,62000,6,1133,5000,1,13800,9.532423973,5,11.03488922,1,7.032624245,8.517192841,9.532423973,75.68130493,1,1,47619.04688,10.77098846
1981,1,1,4,6000,5000,8.51720047,96750,7,1242,23087,2,13400,9.503009796,5,11.47988605,1,7.12447834,10.04702473,9.503009796,72.54270172,1,1,74308.75781,11.21598434
